burial,section,method,element,area3d_tot_element,tot_section,percentage,element_perc
32,lower,virtual,LB,9131.08,19254.881,47.42215753,27.92252828
32,lower,physical,LB,369,875,42.17142857,30.93042749
32,lower,virtual,SB,7750.89,19254.881,40.25415686,35.62466304
32,lower,physical,SB,211,875,24.11428571,33.33333333
32,lower,virtual,UL,0,19254.881,0,NA
32,lower,physical,UL,23,875,2.628571429,29.11392405
32,lower,virtual,LL,0,19254.881,0,NA
32,lower,physical,LL,40,875,4.571428571,24.8447205
32,lower,virtual,T,0,19254.881,0,NA
32,lower,physical,T,112,875,12.8,34.25076453
32,lower,virtual,TOT,19254.881,19254.881,100,26.17657758
32,lower,physical,TOT,875,875,100,30.70175439
32,half_A,virtual,CB,11414.7317,31368.0917,36.38962743,59.76580406
32,half_A,physical,CB,261,1423,18.34153197,57.11159737
32,half_A,virtual,LB,11421.67,31368.0917,36.4117464,34.92707364
32,half_A,physical,LB,601,1423,42.23471539,50.37720034
32,half_A,virtual,SB,8531.69,31368.0917,27.19862618,39.21337826
32,half_A,physical,SB,284,1423,19.95783556,44.8657188
32,half_A,virtual,UL,0,31368.0917,0,NA
32,half_A,physical,UL,34,1423,2.389318342,43.03797468
32,half_A,virtual,LL,0,31368.0917,0,NA
32,half_A,physical,LL,70,1423,4.919184821,43.47826087
32,half_A,virtual,T,0,31368.0917,0,NA
32,half_A,physical,T,173,1423,12.15741391,52.90519878
32,half_A,virtual,TOT,31368.0917,31368.0917,100,42.64421504
32,half_A,physical,TOT,1423,1423,100,49.92982456
32,half_B,virtual,CB,7710.41,42337.43,18.21180454,40.37053743
32,half_B,physical,CB,196,1427,13.73510862,42.88840263
32,half_B,virtual,LB,21359.34,42337.43,50.4502517,65.31612636
32,half_B,physical,LB,592,1427,41.4856342,49.62279966
32,half_B,virtual,SB,13267.68,42337.43,31.33794375,60.9809492
32,half_B,physical,SB,349,1427,24.45690259,55.1342812
32,half_B,virtual,UL,0,42337.43,0,NA
32,half_B,physical,UL,45,1427,3.153468816,56.96202532
32,half_B,virtual,LL,0,42337.43,0,NA
32,half_B,physical,LL,91,1427,6.377014716,56.52173913
32,half_B,virtual,T,0,42337.43,0,NA
32,half_B,physical,T,154,1427,10.79187106,47.09480122
32,half_B,virtual,TOT,42337.43,42337.43,100,57.55678371
32,half_B,physical,TOT,1427,1427,100,50.07017544
32,half_C,virtual,CB,5584.71,36575.81,15.26886212,29.2406946
32,half_C,physical,CB,147,1294,11.36012365,32.16630197
32,half_C,virtual,LB,18140.13,36575.81,49.59597614,55.47189302
32,half_C,physical,LB,576,1294,44.51313756,48.28164292
32,half_C,virtual,SB,12850.97,36575.81,35.13516174,59.06566549
32,half_C,physical,SB,280,1294,21.63833076,44.23380727
32,half_C,virtual,UL,0,36575.81,0,NA
32,half_C,physical,UL,40,1294,3.091190108,50.63291139
32,half_C,virtual,LL,0,36575.81,0,NA
32,half_C,physical,LL,86,1294,6.646058733,53.41614907
32,half_C,virtual,T,0,36575.81,0,NA
32,half_C,physical,T,165,1294,12.7511592,50.4587156
32,half_C,virtual,TOT,36575.81,36575.81,100,49.72399092
32,half_C,physical,TOT,1294,1294,100,45.40350877
32,half_D,virtual,CB,13533.0117,37138.7217,36.43908859,70.85679689
32,half_D,physical,CB,310,1556,19.92287918,67.83369803
32,half_D,virtual,LB,14652.14,37138.7217,39.45246182,44.80573968
32,half_D,physical,LB,617,1556,39.6529563,51.71835708
32,half_D,virtual,SB,8953.57,37138.7217,24.10844959,41.15242434
32,half_D,physical,SB,353,1556,22.68637532,55.76619273
32,half_D,virtual,UL,0,37138.7217,0,NA
32,half_D,physical,UL,39,1556,2.506426735,49.36708861
32,half_D,virtual,LL,0,37138.7217,0,NA
32,half_D,physical,LL,75,1556,4.820051414,46.58385093
32,half_D,virtual,T,0,37138.7217,0,NA
32,half_D,physical,T,162,1556,10.41131105,49.5412844
32,half_D,virtual,TOT,37138.7217,37138.7217,100,50.48925672
32,half_D,physical,TOT,1556,1556,100,54.59649123
